#,What age range do you have?,What is your gender?,Other,Where are you from?,Other.1,When did you join Remitano?,Buy Coins,Sell Coins,Withdraw coins,Deposit Coins,Swap,Invest,Read articles on Forum,Participate in minigame on Forum,Not using any of the above features,Used all,Have you know about Altcoins?,Name at least 1 Altcoin you have known 🧐,Altcoins,BTC,ETH,USDT,LTC,XRP,BCH,"If you could only choose 1 coin, which one would you invest? (choose only 1)","Because there are more risks (scam, fraud) than Bitcoin or top coin.",Because I got difficulty to own and store Altcoins.,Because of low liquidity.,Because I have a litte money.,Because I am lack of information about potential Altcoins.,Because the crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,Because the budget of crypto market is very small in my portfolio.,Other.2,What will help you change your mind and be willing to invest Altcoin?,Why did you choose to invest Altcoins?,How many percentage of total budget are you going to invest in Altcoin? (type the number 0 - 100),What is your strategy in the altcoin investment ? (choose only 1),Other.3,Where do you store your altcoin? (choose only 1),Other.4,I got difficulties in owning and storing Altcoins.,The exchange is low liquidity.,I have low invest budget,I am lack of information about potential Altcoins.,The crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,The budget of crypto market is very small in my portfolio.,"There are more risks (scam, fraud) than Bitcoin or top coin.",Other.5,Which is the most difficult thing? (choose 1),Other.6,"Name the most potential Altcoins you can't miss, you should invest now.",How did you buy Altcoins?,What is the most difficult thing about buying Altcoins?,"If you have Altcoin, how did you sell Altcoins?",What is the most difficult thing about selling Altcoin?,"In your opinion, what should Remitano do to help you trade Altcoins easily?","I can buy/sell all Altcoins at ""P2P exchange"".","I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.","I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.","I can ""Invest"" in all Altcoins.","I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",I can add my new Altcoin (which I create) on Remitano system.,"I can buy/sell all Altcoins at ""P2P exchange""..1","I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa..1","I can ""Swap"" from my fiat-currency to all Altcoins and vice versa..1","I can ""Invest"" in all Altcoins..1","I can store and deposit/withdraw all altcoins in ""Remitano wallet""..1",I can add my new Altcoin (which I create) on Remitano system..1,"If there is only 1 vote, which one do you prefer?",Coinbas và Coinbase Pro,Bittrex,Changelly,Binance,Kraken,BitMEX,KuCoin,Huobi Pro,Bitpanda,Remitano,Other.7,Why did you choose this crypto exchange?,Start Date (UTC),Submit Date (UTC),Network ID,country,crypto exchange
gvbhxbew93ybba2mlxo67qgvbhxbew1y,18 - 25,Male,,Nigeria,,2020,1,1,1,1,1,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,15/4/20 9:24,15/4/20 9:27,13add2d260,Nigeria,0
0pzla3kuzvf6p194a0pzlfneu0mk22fi,18 - 25,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,15/4/20 9:20,15/4/20 9:24,f68ce34685,Nigeria,0
ugegl7lhcrc74rnfwugegl7b1yu623w6,26 - 30,Male,,Others,Nigeria,2020,1,1,1,1,1,1,1,1,1,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,15/4/20 9:14,15/4/20 9:16,d1f56466ba,Nigeria,0
rncpmslluucwvhrn1w04z1skt8zip78i,26 - 30,Male,,Others,Zambia,2020,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,15/4/20 8:27,15/4/20 8:31,ede8ce7b49,Zambia,0
g0hsp65rx55kkdfuy760bg0hsp65o5vb,31 - 40,Male,,Others,pakistan,2020,1,1,1,1,1,1,1,1,1,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,15/4/20 7:11,15/4/20 7:18,9526988098,pakistan,0
kfw6tbvcc9adlaheokfw607u3zl2z37k,26 - 30,Male,,Nigeria,,2020,1,0,0,0,0,0,0,0,0,0,Yes,Bitcoin,0,1,0,0,0,0,0,BTC,0,0,0,0,1,0,0,0,If it has the highest rate,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Tell me more about it,0,0,0,1,0,0,0,0,0,10,0,0,"I can ""Invest"" in all Altcoins.",0,0,0,0,0,0,0,0,0,0,0,,15/4/20 6:32,15/4/20 6:38,4d752006e3,Nigeria,0
odeamv6t4mntqov0jj7v396sqdqtd5jv,18 - 25,Male,,Others,Tanzania,2020,1,1,1,1,1,1,1,1,0,1,Yes,Binance coin,1,1,1,1,1,1,1,ETH,0,0,0,0,0,0,0,0,,So as to earn so much money through online marketing of these Altcoins,1,Swing Trading - under 1 month,,Online wallets (For example: Blockchain ),,0,0,1,0,0,0,0,0,I have low invest budget,,EOC,through exchange and investment,Absence of lot customers,Through announcement,Lack of customers,Should provide awareness to people so as to know how to buy na sell altcoin because most of them are not aware of these online marketing of altcoins,0,1,1,0,0,0,10,10,10,10,10,10,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,1,0,Because is easily and flexible,15/4/20 6:01,15/4/20 6:17,cadc5c6766,Tanzania,1
oyt9omnhi2gqyvoyt9biaas35978ay9o,31 - 40,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,15/4/20 6:03,15/4/20 6:05,3e1aae3ff0,Nigeria,0
aj42jemm44endelsaj42je22ma5i9jnb,26 - 30,Male,,Vietnam,,2020,0,0,0,0,0,0,0,1,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,15/4/20 5:05,15/4/20 5:06,926121422f,Vietnam,0
p6zlhqqab0lnp6zxgo3nhgkmrzwq8w4f,31 - 40,Female,,Vietnam,,2020,0,0,0,0,0,0,0,0,0,1,Yes,931906017,0,0,0,0,1,0,0,One of Altcoins I like,0,0,0,1,0,0,0,0,Money,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Bitcon,0,1,0,0,0,0,0,10,0,3,4,6,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,15/4/20 0:46,15/4/20 0:51,30673e530c,Vietnam,0
bw9gcbp8vhqh26yp1uytvbw9gcbptn50,31 - 40,Male,,Others,Namibian,2020,0,0,0,0,1,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,15/4/20 0:28,15/4/20 0:31,67786e750a,Namibian,0
p259yzshzd7vztoo2p259aqgstbts1cp,18 - 25,Male,,Nigeria,,2020,1,1,1,1,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 23:55,14/4/20 23:56,66d976a77e,Nigeria,0
51zb212xr3288qc3mw51zb21ncwrfn70,> 40,Male,,Others,USA,2020,1,1,0,1,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 22:41,14/4/20 22:44,09cf1834c5,USA,0
qvom4hrq3wyvki95mvmeqvom4hrq3gdk,18 - 25,Male,,Others,maldives,2020,0,0,0,0,0,0,0,0,0,1,Yes,no,0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,no,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,make money,0,1,0,0,0,0,10,10,10,10,3,1,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,14/4/20 22:30,14/4/20 22:34,3704c6ab05,maldives,0
6ujalgll4bu1jpgxqr6ujalfdz508fr1,> 40,Male,,Others,Puerto Rico,2020,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 22:11,14/4/20 22:14,626f061332,Puerto Rico,0
bl2lvdk3ql9oh97d9mgu6pkbl2lvd21n,> 40,Male,,Others,Pakistan,2020,1,1,1,0,1,0,0,0,0,0,Yes,Bitcoin,0,1,0,0,0,0,0,BTC,0,0,0,1,0,0,0,0,Facilitation,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Giving best and clear services.,0,0,0,1,0,0,10,9,9,9,9,9,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,14/4/20 21:10,14/4/20 21:18,40c1337e22,Pakistan,0
2jjn8smdmqomgff4ynk3inpi2jjn8smd,26 - 30,Female,,Nigeria,,2018,1,1,1,1,1,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 19:38,14/4/20 19:40,5839219c0a,Nigeria,0
523naoui8pz1k1at1m3523n6a38ep2i4,31 - 40,Female,,Malaysia,,2020,0,0,1,0,0,0,0,0,0,0,Yes,Bitcoin,1,1,0,0,0,0,0,One of Altcoins I like,0,0,0,0,0,0,0,0,,Money,90,Swing Trading - under 2 weeks,,Online wallets (For example: Blockchain ),,1,0,0,0,0,0,0,0,The crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,,Bitcoin,Etc,Eth,Btc,Sell and buy,Yes,1,1,1,1,1,1,7,6,8,10,8,8,"I can buy/sell all Altcoins at ""P2P exchange"".",0,1,0,0,0,1,0,0,0,1,0,Good,14/4/20 18:26,14/4/20 18:35,46b9f34dfd,Malaysia,3
4ru33twe5lm6yksd3cs4ru3zamc0e2te,> 40,Female,,Vietnam,,2020,0,0,0,0,0,1,0,0,0,0,Yes,ETH,0,0,0,0,1,0,0,LTC,1,0,0,0,0,0,0,0,When market has an long-term alcoin,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Update all news about crypto market daily,0,1,0,0,0,0,7,10,10,10,10,5,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,14/4/20 17:56,14/4/20 18:09,b1c3b5af79,Vietnam,0
7e2h92t3q9nv99ff77e2hma4ub54tp4b,31 - 40,Female,,Malaysia,,2019,0,0,1,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 17:49,14/4/20 17:51,46b9f34dfd,Malaysia,0
uwo33jmtw387uwo3ddba0s5qsbcam4i5,18 - 25,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,0,1,Yes,Security token,1,0,1,0,1,0,0,One of Altcoins I like,0,0,0,0,0,0,0,0,,Utility token,76,Short-term investment 3-6 months,,Online wallets (For example: Blockchain ),,1,1,0,1,0,0,0,0,I got difficulties in owning and storing Altcoins.,,Utility token,My brother helps me to buy them,Getting a verified site,Online,Getting a buyer that has knowledge about it,Create more awareness on Altcoins,0,1,1,0,0,0,4,10,10,7,7,10,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,1,0,0,0,0,0,0,0,It's has other great features,14/4/20 17:35,14/4/20 17:45,909d701b4d,Nigeria,1
3urasahsmygbk3n2zzq3urassat3jaoh,18 - 25,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 17:33,14/4/20 17:34,b002a11d58,Nigeria,0
tcp8tk1gus9qlxvtcp8g3zgfatkw67ru,> 40,Female,,Vietnam,,2020,0,0,0,0,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 17:30,14/4/20 17:31,b1c3b5af79,Vietnam,0
tzzxqv1eut8tyxtzk2eqrii0xvbzzilc,31 - 40,Male,,Malaysia,,2018,1,1,1,1,1,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 16:52,14/4/20 16:54,2ba7863b1b,Malaysia,0
dsdnmzsm65jy1ddsdnmep3845z9vxrk4,31 - 40,Male,,Others,Pakistan,2020,1,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 15:21,14/4/20 15:23,cc995619ef,Pakistan,0
q10rnt9f1tw9ew13z1xg3spq10rnt9zv,18 - 25,Male,,Nigeria,,2020,1,0,0,0,0,0,0,0,0,0,Yes,Bitcoin,0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,If only fraud will be eradicated,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Give out aleast free altcoin to bring customer s,1,0,0,0,0,0,5,5,5,5,5,5,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,14/4/20 15:16,14/4/20 15:22,fcf34b9663,Nigeria,0
9jjg2ptm5xdro8z3kba9jjg21yogeh1l,18 - 25,Male,,Nigeria,,2020,0,0,0,1,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 15:14,14/4/20 15:16,fcf34b9663,Nigeria,0
tude08rfafkzc2bxg5tude0zx7era2kv,18 - 25,Male,,India,,2020,0,0,1,0,0,0,0,1,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 14:57,14/4/20 15:00,59092359c3,India,0
0j2fu3zl50kqg11srl0j2fu381xuu4qz,18 - 25,Male,,Vietnam,,2020,1,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 13:53,14/4/20 13:54,0ff70dabe3,Vietnam,0
qq40aq8rbrb45x598yqq40a2a17j8e4v,26 - 30,Male,,Vietnam,,2020,1,0,1,1,0,1,0,1,0,1,Yes,Litecoin,0,1,1,0,0,0,1,One of Altcoins I like,1,0,0,0,1,0,0,0,If I can save it in the Blockcain,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Provide wallets,1,0,1,0,1,0,7,7,7,9,10,7,"I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",0,0,0,0,0,0,0,0,0,0,0,,14/4/20 12:58,14/4/20 13:05,dcfeeab90b,Vietnam,0
uiz0t2rwnz4kgvs9zuuiz0t8zdmd9jvo,18 - 25,Male,,Malaysia,,2019,0,0,0,0,1,0,0,0,0,0,Yes,Coin space,0,1,0,0,0,0,0,BTC,1,1,0,0,0,0,0,0,Minda,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Ya,1,0,0,0,0,0,10,10,10,10,10,10,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,14/4/20 12:58,14/4/20 13:02,1205b4931e,Malaysia,0
1swz7m8rzec0dtwgua11swz7miiv6jjc,18 - 25,Male,,Malaysia,,2020,0,0,0,0,1,0,0,0,0,0,Yes,Coin space,0,1,0,0,0,0,0,BTC,0,1,0,0,0,0,0,0,income,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Money,0,1,0,0,0,0,0,3,10,10,10,10,I can add my new Altcoin (which I create) on Remitano system.,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 12:53,14/4/20 12:58,1205b4931e,Malaysia,0
pf7fcni6j5obfmjlo8ypf7fcnixva3gd,> 40,Male,,Nigeria,,2020,0,0,0,0,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 12:14,14/4/20 12:16,cff6111990,Nigeria,0
1vxyqb7ax2elkrmjvri1vxyq4jsdip3c,26 - 30,Male,,Malaysia,,2020,1,1,1,1,1,1,1,1,1,1,Yes,Bitcoin,1,1,1,1,1,1,1,ETH,0,0,0,0,0,0,0,0,,Second good,67,Long-term investment more than 1 year,,Online wallets (For example: Blockchain ),,1,1,1,1,0,1,1,0,I am lack of information about potential Altcoins.,,BTC,Online buy,Currency trading,Remitano,Currency,Settled all,1,1,1,1,1,1,10,10,10,10,10,10,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,1,0,Easily,14/4/20 11:53,14/4/20 12:04,74f97ec83f,Malaysia,1
7dzxd66zwwway8sbtons7dzxdrsgeus3,26 - 30,Male,,Others,Ivorian,2019,0,0,1,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 10:56,14/4/20 10:58,1cdc66c848,Ivorian,0
dbae5uu26wtpk4vnkdgdbae5zeukoonv,26 - 30,Male,,Others,Kenya,2019,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 10:17,14/4/20 10:18,b5bcac244a,Kenya,0
drc7ddc5jwlbtstaudrc7i86k736wftr,< 18,Male,,Others,Pakistan,2020,0,0,0,0,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 9:26,14/4/20 9:28,9c66831d3b,Pakistan,0
dd01leg74jfp6hadd01leteyjj39fh27,18 - 25,Male,,Malaysia,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 9:12,14/4/20 9:14,c1d33d3ff7,Malaysia,0
van8ncpzn970myvan8nc8okamfxme5qz,26 - 30,Male,,Nigeria,,2020,1,1,1,1,1,1,1,1,0,0,Yes,Bitcoin,1,1,1,0,1,0,0,BTC,0,0,0,0,0,0,0,0,,For trading,40,Short-term investment 1 -3 months,,Online wallets (For example: Blockchain ),,1,0,0,0,0,0,0,0,I got difficulties in owning and storing Altcoins.,,Bitcoin,Bank,Insufficient fund from my account,Exchange,No body to sell to,Making a lucky gift,1,1,1,1,1,0,1,1,1,1,1,1,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,1,0,The best ever,14/4/20 8:38,14/4/20 8:50,45022b2066,Nigeria,1
myalnpryrpuivhr5qimyal0srpxa8xjx,26 - 30,Male,,Nigeria,,2020,1,1,1,1,1,1,1,1,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 8:23,14/4/20 8:27,45022b2066,Nigeria,0
25sm8f1qccw5ykly25smc3vx6fem2zpi,18 - 25,Male,,Vietnam,,2020,1,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 8:17,14/4/20 8:18,91a383d36a,Vietnam,0
6xjt7ungz0kdkq6xjtlmmr4d0fyvengt,18 - 25,Male,,Vietnam,,2020,1,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 8:15,14/4/20 8:17,91a383d36a,Vietnam,0
mmcmvk6ky2vachgy6mmcgxbbkz31njjk,31 - 40,Male,,Malaysia,,2019,0,0,0,0,0,0,0,0,0,1,Yes,Bitcoin,0,1,0,0,0,0,0,USDT,0,0,1,0,0,0,0,0,No,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Yes,0,0,0,1,0,0,8,10,0,9,4,4,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,14/4/20 8:02,14/4/20 8:06,395a5ab5df,Malaysia,0
0m7niqkpnve5zad0m7niq17ua41foijo,> 40,Male,,Malaysia,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 7:46,14/4/20 7:47,4b16cef1b4,Malaysia,0
w8m38gm3hltpvm32h08bauiw8m38gm3h,> 40,Male,,Malaysia,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 7:42,14/4/20 7:46,4b16cef1b4,Malaysia,0
12dhmng98ha9k4f512dhhor1m2ndlajz,> 40,Female,,Malaysia,,2020,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 7:30,14/4/20 7:33,33324ba660,Malaysia,0
lg1id34yfjywi8f5s7tlg1id3fyc4d98,> 40,Male,,Malaysia,,2019,0,0,0,0,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 3:25,14/4/20 3:27,9dd1ced738,Malaysia,0
sj7rxklfsd42wxlnsj7rxklkzhk4ug6m,> 40,Male,,Vietnam,,2019,0,0,0,0,0,0,0,0,1,0,Yes,"HT, ADA",0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,Nothing,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Teach me!,0,1,0,0,0,0,9,9,9,8,8,5,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,14/4/20 1:53,14/4/20 3:20,2add357899,Vietnam,0
2jczak7p6opfmypxp92jczak7j080qu6,> 40,Male,,Malaysia,,2020,1,0,0,1,0,1,0,0,0,0,Yes,Doge,0,1,1,1,0,0,1,BTC,0,0,1,0,0,0,0,0,If the altcoin price getting high,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Provide various metode to withdraw,1,0,1,1,0,0,10,10,10,10,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,14/4/20 3:06,14/4/20 3:10,13f8c10787,Malaysia,0
q59kokfqqjk0dxq59rifwphwdwldruvq,31 - 40,Male,,Vietnam,,2017,1,0,0,0,0,0,0,0,0,0,Yes,ETH,0,1,0,0,0,0,0,USDT,1,0,0,0,0,0,0,0,Pay,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Fast,1,0,0,0,0,0,10,9,9,8,10,6,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,14/4/20 2:52,14/4/20 3:00,59ff7f18fc,Vietnam,0
oiq9poys3wwticbhajoiq9y72vunqrt2,26 - 30,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 1:45,14/4/20 1:47,305a1a71c7,Nigeria,0
vkpurwdeq23xw59yor7u1vkpurwym9gk,26 - 30,Male,,Nigeria,,2016,0,1,1,1,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,14/4/20 0:45,14/4/20 0:48,053745bd40,Nigeria,0
